index,config_1,config_2,config_3,config_1_x,config_1_y,config_1_z,config_1_points,config_2_x,config_2_y,config_2_z,config_2_points,config_3_x,config_3_y,config_3_z,config_3_points
5495a0e4,5495a0e4,5495a0f,5495a0f,-24054.284135715065,-37601.37617582164,45458.80795165766,10.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0
5495a0ec,5495a0ec,5495a0f,5495a0f,-36096.13578277489,-56398.39282678188,68183.46337349433,15.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0
5495a0f4,5495a0f4,5495a0f,5495a0f,-38496.425140872416,-60171.12092073889,72721.64887726256,16.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0
5495a0fc,5495a0fc,5495a0f,5495a0f,-38479.438772910136,-60173.84939365631,72728.38102341372,16.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0,-137126.28383227251,-214344.73931699872,259092.30122582827,57.0
5495a11,5495a11,5495a11,5495a14,-100958.74580475764,-157956.46767360243,190938.23331730135,42.0,-100958.74580475764,-157956.46767360243,190938.23331730135,42.0,-334042.8346102856,-522675.3573711801,632028.8023785735,139.0
5495a13,5495a13,5495a13,5495a14,-93775.27160365596,-146602.05176449064,177344.43958816706,39.0,-93775.27160365596,-146602.05176449064,177344.43958816706,39.0,-334042.8346102856,-522675.3573711801,632028.8023785735,139.0
5495a15,5495a15,5495a15,5495a14,-62456.57835266006,-97749.38776607931,118249.33652936504,26.0,-62456.57835266006,-97749.38776607931,118249.33652936504,26.0,-334042.8346102856,-522675.3573711801,632028.8023785735,139.0
5495a17,5495a17,5495a17,5495a14,-76852.23884921192,-120367.45016700764,145496.7929437401,32.0,-76852.23884921192,-120367.45016700764,145496.7929437401,32.0,-334042.8346102856,-522675.3573711801,632028.8023785735,139.0
5495a19,5495a19,5495a19,5495a1c,-120047.86510061775,-188167.07128433042,227279.66077343444,50.0,-120047.86510061775,-188167.07128433042,227279.66077343444,50.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1b,5495a1b,5495a1b,5495a1c,-86515.252018811,-135459.07268630277,163616.22732506623,36.0,-86515.252018811,-135459.07268630277,163616.22732506623,36.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1d,5495a1d,5495a1d,5495a1c,-120109.92812815125,-188233.8522159913,227191.5556712533,50.0,-120109.92812815125,-188233.8522159913,227191.5556712533,50.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1e4,5495a1e4,5495a1f,5495a1c,-36010.62198140168,-56481.40741942848,68159.95987401492,15.0,-124821.20728338293,-195784.4437830706,236310.82939217467,52.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1ec,5495a1ec,5495a1f,5495a1c,-26412.121036757868,-41409.35781179867,49990.24956148112,11.0,-124821.20728338293,-195784.4437830706,236310.82939217467,52.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1f4,5495a1f4,5495a1f,5495a1c,-36000.67847402871,-56471.22603926173,68173.64728950779,15.0,-124821.20728338293,-195784.4437830706,236310.82939217467,52.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
5495a1fc,5495a1fc,5495a1f,5495a1c,-26397.785791194663,-41422.4525125817,49986.972667170834,11.0,-124821.20728338293,-195784.4437830706,236310.82939217467,52.0,-451494.2525309629,-707644.439969695,854398.2731619286,188.0
